ID,Type,Classes,Article,MainText,HistoricalNote,DecodedRef,DecodedParts,DecodedTerm
se:1_1-ss:1-p1:13_2,Provision,Paragraph,1.1,"13.2. «dBA» : pondération A - cette pondération réduit l’importance des fréquences extrêmes, en particulier les basses fréquences sous 200 Hz, et augmente celle des fréquences voisines de 2 500 Hz. La pondération A doit être utilisée pour toutes les mesures nécessaires pour évaluer le LEX,8h ou Lex,8h;",,1.1 al. 13.2,Article=1.1 | Alinéa=13.2,
se:1_1-ss:1-p1:13_3,Provision,Paragraph,1.1,13.3. «dBC» : pondération C - cette pondération réduit l’importance des fréquences égales ou inférieures à 31 Hz et de celles égales ou supérieures à 8 000 Hz. La pondération C doit être utilisée pour toutes les mesures nécessaires pour évaluer le niveau de pression acoustique de crête;,,1.1 al. 13.3,Article=1.1 | Alinéa=13.3,
se:1_1-ss:1-p1:14,Provision,Paragraph,1.1,14. «écaillage» : purgeage tel que défini au paragraphe 31;,,1.1 al. 14,Article=1.1 | Alinéa=14,
se:1_1-ss:1-p1:14_1,Provision,Paragraph,1.1,14.1. «échafaudage à crics» : un échafaudage à tour et à plate-forme constitué d’une plate-forme de travail qui se déplace le long de 2 colonnes au moyen de crics;,,1.1 al. 14.1,Article=1.1 | Alinéa=14.1,
se:1_1-ss:1-p1:14_2,Provision,Paragraph,1.1,"14.2. «échafaudage à tour et à plate-forme» : un échafaudage constitué d’une plate-forme de travail qui se déplace, en montée et en descente au moyen d’un système de levage, le long d’une ou de plusieurs colonnes ainsi que d’un système d’amarrage;",,1.1 al. 14.2,Article=1.1 | Alinéa=14.2,
se:1_1-ss:1-p1:14_3,Provision,Paragraph,1.1,"14.3. «échafaudage à treuils» : un échafaudage à tour et à plate-forme dont les colonnes sont reliées par des entretoises ou des croisillons supportant une plate-forme de travail qui se déplace au moyen d’un système de levage fait de treuils, de poulies et de câbles;",,1.1 al. 14.3,Article=1.1 | Alinéa=14.3,
se:1_1-ss:1-p1:15,Provision,Paragraph,1.1,15. «échafaudage d’étaiement» : assemblage de cadres d’échafaudage tubulaire utilisé pour l’étaiement de coffrages à béton;,,1.1 al. 15,Article=1.1 | Alinéa=15,
se:1_1-ss:1-p1:15_01,Provision,Paragraph,1.1,"15.01. «échafaudage motorisé» : un échafaudage à tour et à plate-forme constitué d’un système de levage fait d’un moteur électrique, pneumatique, hydraulique, au gaz ou à l’essence;",,1.1 al. 15.01,Article=1.1 | Alinéa=15.01,
se:1_1-ss:1-p1:15_1,Provision,Paragraph,1.1,15.1. «échafaudage volant» : une plateforme suspendue par un ou plusieurs câbles fixés à un ancrage et dont le déplacement vertical s’effectue au moyen d’un treuil manuel ou motorisé;,,1.1 al. 15.1,Article=1.1 | Alinéa=15.1,
se:1_1-ss:1-p1:16,Provision,Paragraph,1.1,16. (paragraphe abrogé);,,1.1 al. 16,Article=1.1 | Alinéa=16,
se:1_1-ss:1-p1:17,Provision,Paragraph,1.1,"17. «entreprise d’exploitation d’énergie électrique» : une personne, société, compagnie, coopérative ou municipalité exploitant un réseau de transport ou de distribution d’énergie électrique;",,1.1 al. 17,Article=1.1 | Alinéa=17,
se:1_1-ss:1-p1:17_1,Provision,Paragraph,1.1,"17.1. «espace clos» : espace qui n’est pas conçu pour être occupé par une personne, notamment un réservoir, un silo, une cuve, un caisson, un pieu de fondation, une cheminée ou un puits d’accès;",,1.1 al. 17.1,Article=1.1 | Alinéa=17.1,
se:1_1-ss:1-p1:17_2,Provision,Paragraph,1.1,"17.2. «examen non destructif» : un examen par radiographie, ultrason, magnétoscopie ou ressuage, effectué et interprété par un opérateur d’appareillage en essais non destructifs certifié au niveau 2 par l’Organisme de certification national en essais non destructifs du ministère des Ressources naturelles du Canada en vertu de la norme Essais non destructifs - Qualification et certification du personnel, CAN/CGSB-48.9712;",,1.1 al. 17.2,Article=1.1 | Alinéa=17.2,
se:1_1-ss:1-p1:18,Provision,Paragraph,1.1,"18. «excavation» : partie de terrain creusée à une profondeur d’au moins 1,2 m et dont la largeur de la base est supérieure à la profondeur;",,1.1 al. 18,Article=1.1 | Alinéa=18,
se:1_1-ss:1-p1:18_1,Provision,Paragraph,1.1,"18.1. «explosif» : toute substance fabriquée, manufacturée ou utilisée pour produire une explosion ou une détonation, tels la poudre à canon, la poudre propulsive, la dynamite, un explosif en bouillie, la gélatine aqueuse, un agent de sautage et un accessoire de sautage;",,1.1 al. 18.1,Article=1.1 | Alinéa=18.1,
se:1_1-ss:1-p1:19,Provision,Paragraph,1.1,19. (paragraphe abrogé);,,1.1 al. 19,Article=1.1 | Alinéa=19,
se:1_1-ss:1-p1:1_1,Provision,Paragraph,1.1,1.1. «ACNOR» : Association canadienne de normalisation;,,1.1 al. 1.1,Article=1.1 | Alinéa=1.1,
se:1_1-ss:1-p1:1_2,Provision,Paragraph,1.1,"1.2. «amiante» : la forme fibreuse des silicates minéraux appartenant aux roches métamorphiques du groupe des serpentines, c’est-à-dire le chrysotile, et du groupe des amphiboles, c’est-à-dire l’actinolite, l’amosite, l’anthophyllite, le crocidolite, le trémolite, ou tout mélange contenant un ou plusieurs de ces minéraux;",,1.1 al. 1.2,Article=1.1 | Alinéa=1.2,
se:1_1-ss:1-p1:1_3,Provision,Paragraph,1.1,1.3. «aire de recul» : un espace balisé réservé aux manoeuvres de recul des véhicules automoteurs;,,1.1 al. 1.3,Article=1.1 | Alinéa=1.3,
se:1_1-ss:1-p1:2,Provision,Paragraph,1.1,"2. «appareil de levage de matériaux» : appareil conçu pour le levage de matériaux, tels une grue, un pont roulant ou un chariot élévateur à plate-forme ou à fourche;",,1.1 al. 2,Article=1.1 | Alinéa=2,
se:1_1-ss:1-p1:20,Provision,Paragraph,1.1,"20. «fabricant» : manufacturier ou son agent ou, dans les cas où la fabrication s’effectue à pied d’oeuvre, l’employeur;",,1.1 al. 20,Article=1.1 | Alinéa=20,
se:1_1-ss:1-p1:21,Provision,Paragraph,1.1,21. «facteur de sécurité» : rapport entre la charge de rupture et la charge d’utilisation;,,1.1 al. 21,Article=1.1 | Alinéa=21,
se:1_1-ss:1-p1:21_1,Provision,Paragraph,1.1,21.1. «fibre respirable d’amiante» : toute fibre d’amiante dont le rapport longueur-diamètre est supérieur à 3:1; seules les fibres d’une longueur supérieure à 5 μm doivent être prises en compte à des fins de mesure;,,1.1 al. 21.1,Article=1.1 | Alinéa=21.1,
se:1_1-ss:1-p1:21_2,Provision,Paragraph,1.1,"21.2. «filtre à haute efficacité» : filtre pouvant filtrer des particules d’une dimension de 0,3 µm à un taux d’efficacité d’au moins 99,97%;",,1.1 al. 21.2,Article=1.1 | Alinéa=21.2,
se:1_1-ss:1-p1:22,Provision,Paragraph,1.1,"22. «front» : point de travail le plus avancé dans une direction donnée, dans une excavation souterraine, à un niveau donné;",,1.1 al. 22,Article=1.1 | Alinéa=22,
se:1_1-ss:1-p1:23,Provision,Paragraph,1.1,23. (paragraphe abrogé);,,1.1 al. 23,Article=1.1 | Alinéa=23,
se:1_1-ss:1-p1:23_0,Provision,Paragraph,1.1,"23.0. «hauteur de chute libre» : distance verticale mesurée du début d’une chute, à partir de l’anneau en D du harnais où est fixée la liaison d’arrêt de chute, jusqu’au point où le système d’arrêt de chute commence à appliquer une force pour arrêter la chute;",,1.1 al. 23.0,Article=1.1 | Alinéa=23.0,
se:1_1-ss:1-p1:23_1,Provision,Paragraph,1.1,23.1. «ISO» : l’Organisation internationale de normalisation;,,1.1 al. 23.1,Article=1.1 | Alinéa=23.1,
se:1_1-ss:1-p1:24,Provision,Paragraph,1.1,24. «jumbo» : chariot porte-marteaux conçu pour pratiquer le forage du front sans avoir recours au démontage répétitif des perforatrices;,,1.1 al. 24,Article=1.1 | Alinéa=24,
se:1_1-ss:1-p1:24_0,Provision,Paragraph,1.1,"24.0. «liaison d’arrêt de chute» : ensemble des équipements, tel un cordon d’assujettissement, un absorbeur d’énergie, un mousqueton, un connecteur, une corde d’assurance ou un coulisseau, servant à relier un harnais de sécurité à un système d’ancrage;",,1.1 al. 24.0,Article=1.1 | Alinéa=24.0,
se:1_1-ss:1-p1:24_1,Provision,Paragraph,1.1,24.1. (paragraphe abrogé);,,1.1 al. 24.1,Article=1.1 | Alinéa=24.1,
se:1_1-ss:1-p1:24_2,Provision,Paragraph,1.1,"24.2. «matériau friable» : matériau qui peut être émietté, pulvérisé ou réduit en poudre manuellement lorsqu’il est sec ou qui est émietté, pulvérisé ou réduit en poudre;",,1.1 al. 24.2,Article=1.1 | Alinéa=24.2,
se:1_1-ss:1-p1:25,Provision,Paragraph,1.1,"25. «matériau incombustible» : matériau conforme à la norme Méthode d’essai normalisée pour la détermination de l’incombustibilité des matériaux de construction, CAN-4-S114, applicable au moment de la fabrication de l’équipement;",,1.1 al. 25,Article=1.1 | Alinéa=25,
se:1_1-ss:1-p1:25_01,Provision,Paragraph,1.1,"25.01. «merlon» : barricade de sacs de sable, monticule de terre ou l’équivalent situés à moins de 50 cm du dépôt et dont la hauteur est au moins aussi élevée que le dépôt;",,1.1 al. 25.01,Article=1.1 | Alinéa=25.01,
se:1_1-ss:1-p1:25_1,Provision,Paragraph,1.1,"25.1. «mur de protection» : une cloison en contre-plaqué d’au moins 9 mm d’épaisseur ou faite dans un autre matériau rigide, d’une résistance équivalente ou supérieure, qui a une hauteur d’au moins 1,8 m et qui est située à au plus 100 mm du sol;",,1.1 al. 25.1,Article=1.1 | Alinéa=25.1,
se:1_1-ss:1-p1:25_2,Provision,Paragraph,1.1,25.2. «NF EN» : norme européenne éditée dans sa version française (NF) en France par l’Association française de normalisation;,,1.1 al. 25.2,Article=1.1 | Alinéa=25.2,
se:1_1-ss:1-p1:26,Provision,Paragraph,1.1,26. «NFPA» : National Fire Protection Association;,,1.1 al. 26,Article=1.1 | Alinéa=26,
se:1_1-ss:1-p1:26_1,Provision,Paragraph,1.1,"26.1. «niveau d’exposition quotidienne au bruit» : le niveau d’exposition quotidienne au bruit est le niveau de pression acoustique continu équivalent (dBA), rapporté à une journée de travail de 8 heures. Il résulte de mesures qui ont intégré tous les types de bruit présents, incluant les bruits impulsionnels;",,1.1 al. 26.1,Article=1.1 | Alinéa=26.1,
